input,output
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['people', 'hug', 'snow', 'hug']. Craft a message that aligns with our brand and is likely to receive at least 1139 likes.",17-year-old Chloe Kim wins gold 🏅 for the US in the women's snowboard halfpipe. Live updates here: <hyperlink> (📷 by Cameron Spencer/Getty Images) <hyperlink>
"As the social media manager for 'amazon' (Twitter: @amazonmusic), create a tweet using the following keywords: ['man', 'dreadlock', 'sunglass', 'wear', 'denim', 'jacket', 'wear']. Craft a message that aligns with our brand and is likely to receive at least 266 likes.",Happy Birthday <mention> 🎉 Celebrate with his latest album 'The World Is Yours 2' 🎧: <hyperlink> <hyperlink>
"As the social media manager for 'national geographic' (Twitter: @NatGeo), create a tweet using the following keywords: ['pelican', 'swim', 'water', 'swim']. Craft a message that aligns with our brand and is likely to receive at least 1701 likes.",Great white pelicans dive for food in this action-packed image by Your Shot photographer Yuki Nakagawa <hyperlink>
"As the social media manager for 'turkish airlines' (Twitter: @EuroLeague), create a tweet using the following keywords: ['basketball', 'player', 'orange', 'uniform', 'celebrate', 'celebrate']. Craft a message that aligns with our brand and is likely to receive at least 22 likes.","Watch the highlights of <mention> v <mention> 

👀 <hyperlink> <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @CiscoANZ), create a tweet using the following keywords: ['protect', 'business', 'cyber', 'attack', 'protect']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.",See Cisco's <mention> bust the myths of #blockchain and explain its true potential: <hyperlink> #security <hyperlink>
"As the social media manager for 'cisco' (Twitter: @CiscoChampion), create a tweet using the following keywords: ['cisco', 'champion', 'radio', 'episode', 'cisco', 'champion', 'radio', 'episode', 'cisco', 'champion', 'radio', 'episode']. Craft a message that aligns with our brand and is likely to receive at least 3 likes.",Do you know how Cisco VDI solutions can keep your organization’s remote workforce productive and protected? Tune in as #CiscoChampions <mention> and <mention> and Cisco expert <mention> discuss this and more.  <hyperlink> <hyperlink>
"As the social media manager for 'free' (Twitter: @NEFreeJacks), create a tweet using the following keywords: ['jack', 'ryan', 'play', 'new', 'zealand', 'world', 'cup', 'play']. Craft a message that aligns with our brand and is likely to receive at least 91 likes.","’The Battering Ram’ Jack Ram joins the Free Jacks ✍️⁣
⁣
Welcome to New England Jack 🐎 🔥 ⁣
⁣
🔗 <hyperlink> to learn more⁣
⁣
#FreeJacks2021 #LetsRide #TogetherWeRide <hyperlink>"
"As the social media manager for 'toyota' (Twitter: @ToyotaFinancial), create a tweet using the following keywords: ['toyota', 'avalon', 'toyota', 'avalon', 'hybrid']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Don't be kept in the dark when it comes to your credit. Turn on your headlights and get educated on what goes into your credit score today: <hyperlink> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'suit', 'tie', 'sit', 'chair', 'tie', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Gbajabiamila Harps On Capacity Building Against Climate Change <hyperlink> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['nigerian', 'custom', 'service', 'commence', 'e', 'payment', 'duty']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Candidates Allege Fraud In Customs’ Recruitment Exercise <hyperlink> <hyperlink>
"As the social media manager for 'qatar airways' (Twitter: @qatarairways), create a tweet using the following keywords: ['small', 'airplane', 'park', 'runway', 'door', 'open', 'park']. Craft a message that aligns with our brand and is likely to receive at least 72 likes.","#JetSuite is a leading U.S. private aviation company, and we are pleased to be a part of it! #FIA18 <hyperlink>"
"As the social media manager for 'icici bank' (Twitter: @ICICIBank), create a tweet using the following keywords: ['woman', 'hold', 'umbrella', 'bag', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 11 likes.","Avail exciting discounts on <mention>, <mention>, <mention> and more this #monsoon when you shop using your #ICICIBank internet banking platform. Don’t miss the opportunity! Learn more: <hyperlink> <hyperlink>"
"As the social media manager for 'emerson' (Twitter: @EMR_Automation), create a tweet using the following keywords: ['consider', 'research', 'purchase', 'gas', 'chromatograph', 'consider', 'research', 'purchase']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.",The cost of a gas chromatograph (GC) represents only 5 to 20 percent of the total cost of a new capital project – just the tip of the iceberg. Learn the steps you can take to avoid the hidden costs in GC installations. Download white paper &gt; #GasAnalysis <hyperlink> <hyperlink>
"As the social media manager for 'microsoft' (Twitter: @SharePoint), create a tweet using the following keywords: ['microsoft', 'office', 'business']. Craft a message that aligns with our brand and is likely to receive at least 75 likes.","We are increasing the #SharePoint hub sites limit to 2,000, providing more flexibility on how you can organize your sites. <hyperlink> <hyperlink>"
"As the social media manager for 'asus' (Twitter: @ASUSAU), create a tweet using the following keywords: ['crowd', 'people', 'convention', 'red', 'light']. Craft a message that aligns with our brand and is likely to receive at least 2 likes.",Who wants a free goodies?? I know you do. Come find me at #asusrogiem <hyperlink>
"As the social media manager for 'cisco' (Twitter: @MrCISCOADLER), create a tweet using the following keywords: ['man', 'black', 'shirt', 'smile', 'camera', 'smile']. Craft a message that aligns with our brand and is likely to receive at least 2 likes.",Happy new year... <hyperlink>
"As the social media manager for 'rona' (Twitter: @rona__ang), create a tweet using the following keywords: ['young', 'woman', 'hug', 'hold', 'flower', 'hug', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 893 likes.",Happy graduation <mention> &amp; kak <mention> love youuuuu 😘❤️🧡💛💚💙💜💕 #Generasi2uper <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNNPolitics), create a tweet using the following keywords: ['woman', 'blue', 'jacket', 'sit', 'chair', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 3504 likes.","JUST IN: Amy Klobuchar withdraws from consideration to be Joe Biden's vice president, saying the presumptive Democratic nominee should choose a woman of color <hyperlink> <hyperlink>"
"As the social media manager for 'aaa' (Twitter: @AlexArthur1), create a tweet using the following keywords: ['young', 'man', 'stand', 'cabinet', 'lot', 'box', 'memorabilia', 'stand', 'box']. Craft a message that aligns with our brand and is likely to receive at least 47 likes.",The champ of to high school 😳 man where does time go! <mention> felt like yesterday I was taking you to nursery! <hyperlink>
"As the social media manager for 'arm' (Twitter: @armnewsteam), create a tweet using the following keywords: ['cloud', 'problem', 'close', 'look']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",#ARMLASSO is helping to improve #scientists’ understanding of aerosol-cloud interactions | <hyperlink> <hyperlink>
"As the social media manager for 'amazon' (Twitter: @AmazonStudios), create a tweet using the following keywords: ['woman', 'black', 'dress', 'pour', 'coffee', 'cup', 'pour']. Craft a message that aligns with our brand and is likely to receive at least 237 likes.",A first look at Rosamund Pike as Marie Curie in the Amazon original film RADIOACTIVE. Officially this year's closing night selection at <mention>. <hyperlink>
"As the social media manager for 'emerson' (Twitter: @EmersonBarrett), create a tweet using the following keywords: ['red', 'black', 'purse', 'car']. Craft a message that aligns with our brand and is likely to receive at least 886 likes.",The limited edition Carriage Clutch in red or black velvet is now available and ships immediately. X  <hyperlink> <hyperlink>
"As the social media manager for 'amc' (Twitter: @AMCTheatres), create a tweet using the following keywords: ['poster', 'film', 'independent', 'film', 'festival']. Craft a message that aligns with our brand and is likely to receive at least 13 likes.",Expand your love of film with these upcoming independent films! Learn more about our <mention> program &amp; get showtimes: <hyperlink> <hyperlink>
"As the social media manager for 'little caesars pizza' (Twitter: @littlecaesars), create a tweet using the following keywords: ['cartoon', 'man', 'hold', 'sign', 'say', 'beef', 'hold', 'say']. Craft a message that aligns with our brand and is likely to receive at least 1028 likes.",In search of quick eats for your wild #MANIA-filled wrestling weekend??!? Make sure to scoop up some delicious #LittleCaesars #Pizza 😋🍕🤘 <hyperlink>
"As the social media manager for 'aaa' (Twitter: @AAAhoosier), create a tweet using the following keywords: ['pink', 'croc']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","Footwear for a cause. From 10/1/19, to 11/30/19, <mention> will donate $3.00 for each pair of Komen-licensed shoes sold, and $0.25 for every Komen-licensed Jibbitz™ charm sold. More Than Pink™ <hyperlink> #crocsforacause #rockthecrocs #breastcancerawareness <hyperlink>"
